fila_csv;especie_original;variedad_original;producto_normalizado;tipo_caso;origen;destino_original;destino_normalizado;peso;fecha
2723;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;6,400;10/03/2025
2724;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;1,080;10/03/2025
2927;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,000;13/03/2025
2928;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;3,200;13/03/2025
2929;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,700;13/03/2025
2930;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,360;13/03/2025
2931;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,180;13/03/2025
2932;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,000;13/03/2025
2933;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;3,200;13/03/2025
2934;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,700;13/03/2025
2958;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;8,000;13/03/2025
2961;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;4,000;13/03/2025
2968;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;6,300;13/03/2025
2976;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;10,000;13/03/2025
2986;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,400;13/03/2025
2989;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,200;13/03/2025
2990;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;5,000;13/03/2025
3038;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;1,800;13/03/2025
3119;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,180;14/03/2025
3241;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,160;17/03/2025
3242;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,880;17/03/2025
3289;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,040;17/03/2025
3292;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,720;17/03/2025
3313;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;9,860;17/03/2025
3314;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,680;17/03/2025
3353;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;10,000;17/03/2025
3363;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,700;17/03/2025
3373;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,180;17/03/2025
3520;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,198;20/03/2025
3596;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;2,160;20/03/2025
3597;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;1,800;20/03/2025
3623;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,072;20/03/2025
3641;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,600;24/03/2025
3651;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,600;24/03/2025
3655;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,016;24/03/2025
3660;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,900;24/03/2025
3661;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,900;24/03/2025
3664;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;5,000;24/03/2025
3671;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,600;24/03/2025
3685;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;10,260;24/03/2025
3688;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;9,000;24/03/2025
3689;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;5,400;24/03/2025
3690;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;0,400;24/03/2025
3696;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;4,000;24/03/2025
3697;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,600;24/03/2025
3764;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;0,800;24/03/2025
3767;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;0,600;24/03/2025
3866;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;11,200;24/03/2025
3964;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;2,700;27/03/2025
3965;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;0,900;27/03/2025
3991;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,180;27/03/2025
4092;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,060;27/03/2025
4100;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,720;27/03/2025
4107;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,200;27/03/2025
4129;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;9,120;27/03/2025
4212;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;3,060;31/03/2025
4213;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;2,700;31/03/2025
4289;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,600;31/03/2025
4290;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,800;31/03/2025
4293;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,700;31/03/2025
4301;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;8,600;31/03/2025
4305;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,900;31/03/2025
4318;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,600;31/03/2025
4342;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;4,000;31/03/2025
4354;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;3,600;31/03/2025
4355;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;5,400;31/03/2025
4479;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,540;31/03/2025
4484;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;1,440;31/03/2025
4487;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,060;31/03/2025
4490;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,900;31/03/2025
4491;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,400;31/03/2025
4561;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,200;01/04/2025
4569;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;11,200;03/04/2025
4605;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,540;03/04/2025
4606;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,600;03/04/2025
4609;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,800;03/04/2025
4614;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,200;03/04/2025
4621;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,800;03/04/2025
4623;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;7,500;03/04/2025
4624;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;4,500;03/04/2025
4638;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;2,700;03/04/2025
4639;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;2,700;03/04/2025
4761;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,450;03/04/2025
4766;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,450;03/04/2025
4771;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,750;03/04/2025
4786;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;1,080;04/04/2025
4863;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,800;07/04/2025
4870;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;5,000;07/04/2025
4874;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,800;07/04/2025
4883;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;6,000;07/04/2025
4894;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,160;07/04/2025
4900;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,000;07/04/2025
4958;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,540;07/04/2025
5035;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;2,400;07/04/2025
5036;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;2,400;07/04/2025
5114;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,666;07/04/2025
5124;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;7,560;07/04/2025
5132;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;1,500;07/04/2025
5134;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,180;07/04/2025
5139;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,140;07/04/2025
5144;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;8,000;07/04/2025
5145;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;4,000;07/04/2025
5276;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,750;10/04/2025
5281;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,000;10/04/2025
5287;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,000;10/04/2025
5297;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;3,600;10/04/2025
5300;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;5,000;10/04/2025
5328;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,900;10/04/2025
5459;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;2,700;10/04/2025
5460;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;1,440;10/04/2025
5463;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Jujuy;CORRIENTES;Corrientes;0,250;10/04/2025
5503;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,270;10/04/2025
5511;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,270;10/04/2025
5512;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,150;10/04/2025
5526;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,040;10/04/2025
5527;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;10,000;10/04/2025
5641;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;1,800;14/04/2025
5642;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;2,700;14/04/2025
5682;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,680;14/04/2025
5683;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,720;14/04/2025
5687;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,000;14/04/2025
5692;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,800;14/04/2025
5696;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;6,000;14/04/2025
5870;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,540;14/04/2025
5874;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,270;14/04/2025
5887;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,720;14/04/2025
5890;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,150;14/04/2025
5904;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,200;14/04/2025
5916;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;6,000;14/04/2025
5917;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;4,000;14/04/2025
6047;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,540;16/04/2025
6073;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;3,000;17/04/2025
6222;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,810;17/04/2025
6244;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,700;21/04/2025
6251;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,000;21/04/2025
6263;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;5,400;21/04/2025
6268;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;9,000;21/04/2025
6269;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;10,800;21/04/2025
6378;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,090;21/04/2025
6424;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;1,800;21/04/2025
6425;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;2,700;21/04/2025
6479;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,900;21/04/2025
6481;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,360;21/04/2025
6491;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,540;21/04/2025
6501;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;1,080;21/04/2025
6503;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,200;21/04/2025
6523;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,040;21/04/2025
6525;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;10,680;21/04/2025
6526;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,560;21/04/2025
6541;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;4,000;21/04/2025
6542;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;6,000;21/04/2025
6678;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,700;24/04/2025
6683;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;10,000;24/04/2025
6686;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,700;24/04/2025
6689;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;2,700;24/04/2025
6690;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;2,700;24/04/2025
6721;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;2,000;24/04/2025
6722;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;24,000;24/04/2025
6869;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,360;24/04/2025
6875;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,600;24/04/2025
6886;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,540;24/04/2025
6900;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;6,000;24/04/2025
6901;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;4,000;24/04/2025
6989;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;18,018;28/04/2025
6990;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;10,818;28/04/2025
7144;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,700;28/04/2025
7151;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;6,000;28/04/2025
7156;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,700;28/04/2025
7173;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;4,000;28/04/2025
7272;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,200;28/04/2025
7282;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,400;28/04/2025
7284;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;10,080;28/04/2025
7285;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,280;28/04/2025
7290;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,200;28/04/2025
7356;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,010;30/04/2025
7390;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,525;30/04/2025
7426;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,520;02/05/2025
7427;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,400;02/05/2025
7502;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;6,020;02/05/2025
7523;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,700;05/05/2025
7528;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,600;05/05/2025
7537;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,600;05/05/2025
7544;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,000;05/05/2025
7554;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;1,500;05/05/2025
7555;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;1,500;05/05/2025
7564;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;4,600;05/05/2025
7605;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,100;05/05/2025
7620;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,100;05/05/2025
7709;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;300,020;05/05/2025
7710;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;300,020;05/05/2025
7808;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,600;05/05/2025
7814;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,648;05/05/2025
7853;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,300;05/05/2025
7855;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;9,756;05/05/2025
